device_status	date	time	battery_voltage_V	pv1_voltage_V	pv2_voltage_V	SOC	capacity_Ah	total_charge_discharge_battery_A	pv1_current_A	pv2_current_A	module_current_A	total_batt_current_A	load_current_A	total_batt_discharge_current_A	temperature_C	error	charging_mode	AUX1	AUX2	AUX3	energy_input_24h_Ah	energy_input_tot_Ah	energy_output_24h_Ah	energy_output_tot_Ah	derating_Ah	checksum	pv1_power_W	pv2_power_W	pv_power_total_W
1	2026/08/28	16:58	51.6	67.4	67.1	#	#	13.3	3.1	3.1	#	6.5	#	6.5	23.5	0	B	1	1	0	24	4097	24	3911	0	48A7	208.94	208.01	416.95
1	2026/08/28	16:59	51.0	66.6	66.4	#	#	12.7	3.1	3.0	#	6.2	#	6.2	23.5	0	B	1	1	0	24	4097	24	3911	0	FEA4	206.46	199.2	405.66
1	2026/08/28	17:00	50.9	66.5	66.3	#	#	12.5	3.0	2.9	#	6.1	#	6.1	23.5	0	B	1	1	0	24	4097	24	3911	0	8C37	199.5	192.27	391.77
1	2026/08/28	17:01	50.8	66.3	66.2	#	#	12.3	2.9	2.8	#	6.0	#	6.0	23.5	0	B	1	1	0	24	4097	24	3911	0	2DF7	192.27	185.36	377.63
1	2026/08/28	17:02	50.8	66.2	66.2	#	#	11.8	2.8	2.7	#	5.8	#	5.8	23.5	0	B	1	1	0	24	4097	24	3911	0	F20D	185.36	178.74	364.1
1	2026/08/28	17:03	50.8	67.7	66.2	#	#	11.3	2.6	2.7	#	5.5	#	5.5	23.5	0	B	1	1	0	24	4097	24	3911	0	82DD	176.02	178.74	354.76
1	2026/08/28	17:04	50.8	66.1	66.1	#	#	11.0	2.7	2.6	#	5.4	#	5.4	23.5	0	B	1	1	0	24	4097	24	3911	0	379D	178.47	171.86	350.33
1	2026/08/28	17:05	50.8	66.2	66.1	#	#	10.8	2.7	2.7	#	5.3	#	5.3	23.5	0	B	1	1	0	24	4097	24	3911	0	1964	178.74	178.47	357.21
1	2026/08/28	17:06	50.8	66.4	66.1	#	#	10.8	2.8	2.7	#	5.3	#	5.3	23.5	0	B	1	1	0	24	4097	24	3911	0	F9CF	185.92	178.47	364.39
1	2026/08/28	17:07	50.8	66.3	66.1	#	#	11.1	2.9	2.9	#	5.4	#	5.4	23.6	0	B	1	1	0	24	4097	24	3911	0	732E	192.27	191.69	383.96
